rank	l4_id	l4_name	l3_name	l2_name	l1_name	financial_signal	ai_suitability	decision_density	impact_order	rating_confidence	archetype_completeness	composite	survived	elimination_reason	red_flags	skill_count	aggregated_max_value
1124	d8da37922b05	New Model Launch Volume Prediction	Demand Sensing & Forecasting	Sales & Operations Planning (S&OP)	Plan	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1125	da2ff69eca5b	Indirect Service Agreement Negotiation & Execution	Indirect Contract & Agreement Management	Indirect Procurement	Procure Source & Buy	0.5000	1.0000	0.5000	0.2500	0.6000	0.0000	0.4600	N			0	0
1126	dae56aedfcb9	Conflict Minerals & Responsible Sourcing Planning	Compliance & Trade Regulations Planning	Supply Network Design & Planning	Plan	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1127	db503e7b3360	Sales Forecast Data Collection & Harmonization	Demand & Supply Data Integration	Inventory Planning & Optimization	Plan	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1128	dc8df07ecfa8	Supplier Rationalization & Consolidation Programs	Supply Base Strategy & Optimization	Supplier Development & Capability Building	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1129	dcea85721d56	Continuous Improvement Project Portfolio Management	Performance Measurement & Continuous Improvement	Supply Network Design & Planning	Plan	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1130	dcf9cde27e75	New Supplier Commercial Onboarding	Contract Negotiation & Execution	Contract & Commercial Management	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1131	dd42485a7d0e	Lean Logistics & Six Sigma Project Implementation	Transportation Performance & Continuous Improvement	Transportation Management & Carrier Operations	Move & Fulfill	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1132	de02821d4f0b	Priority Order Expediting & Reallocation	Vehicle & Part Order Allocation	Order Management & Fulfillment	Move & Fulfill	0.5000	1.0000	0.5000	0.2500	0.6000	0.0000	0.4600	N			0	0
1133	deff1909a040	Regulatory Change Impact Analysis	Compliance & Trade Regulations Planning	Supply Network Design & Planning	Plan	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1134	df09f73b365f	Mobile Service Vehicle Inventory Management	Mobile Service Delivery & Dispatch	Ford Pro Fleet Service & Upfit Operations	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1135	e1377a32778a	Pilot Build Supply Chain Coordination	New Product Introduction (NPI) Network Readiness	Supply Network Design & Planning	Plan	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1136	e1af10b042fc	Production Schedule Fluctuation PO Adjustment	Expediting, De-expediting & Demand Alignment	Purchase Order Management & Execution	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1137	e444a7c0d3b1	Battery Component Warehouse Management	Raw Material & Component Receipt & Kitting	Electric Vehicle Battery & Drive Unit Production	Make	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1138	e4b05c295d4a	Underperforming Dealer Service Improvement Plan	Service Network Performance & Quality Management	Customer Experience & Service Quality	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1139	e54eac032fc3	Consignment Inventory Program Design	Inventory Strategy & Policy Definition	Inventory Planning & Optimization	Plan	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1140	e80d3330cf47	Direct Customer Complaint Intake & Case Management	Customer Issue Resolution & Escalation	Customer Experience & Service Quality	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1141	e9de8d2dba64	Emergency Repair Dispatch & Execution	Corrective Maintenance & Breakdown Management	Plant Maintenance & Reliability	Make	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1142	eb1745e32c74	Internal Parts Kitting & Sub-Assembly Operations	Material Flow & In-Plant Logistics	Trim Chassis & Final Assembly	Make	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1143	eb438c6209ad	Root Cause Analysis for Recurring Service Issues	Service Process Continuous Improvement	Customer Experience & Service Quality	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1144	ed06de847def	Network Capacity Planning & Optimization	Service Provider Network Management	Roadside Assistance & Emergency Services	Service	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1145	efb40d305073	Supplier Pick-Up & Milk Run Scheduling	Inbound Freight Operations (Parts & Components)	Transportation Management & Carrier Operations	Move & Fulfill	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1146	f49ab0435be0	Invoice Receipt & Validation	Invoice & Payment Processing (P2P part)	Indirect Procurement	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1147	faada54cb37d	Work-In-Process (WIP) Inventory Tracking	Material Flow & Inventory Management (Internal)	Body Shop & Welding	Make	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1148	fc2b9f51ebc1	Trade Compliance & Export Control Review for Sourcing	Regulatory Compliance & Ethical Sourcing	Strategic Sourcing & Supplier Selection	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1149	fc8dad9d19ac	APQP/PPAP Methodology Training for Suppliers	Supplier Quality Training & Capability Development	Supplier Quality Management	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1150	fdd4f7893d38	Sustainability Performance Tracking & Reporting	Supplier Diversity & Sustainability	Supplier Relationship Management	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.6000	0.0000	0.4600	N			0	0
1151	00143c74d70e	Inventory Classification (ABC/XYZ) & Segmentation	Inventory Strategy & Policy Definition	Inventory Planning & Optimization	Plan	0.5000	0.2500	0.5000	1.0000	0.6000	0.0000	0.4225	N			0	0
1152	02f5696fdebb	Launch Performance Metrics Definition & Reporting	Launch Risk & Issue Management	New Product Launch Planning	Plan	0.5000	0.2500	0.5000	1.0000	0.6000	0.0000	0.4225	N			0	0
1153	086aa586017e	Measurement Equipment Calibration & Verification	Metrology & Measurement System Management	Quality Control & In-Process Inspection	Make	0.5000	0.2500	0.5000	1.0000	0.6000	0.0000	0.4225	N			0	0
1154	12dabb010243	Supplier Innovation Partnership Programs	Supplier Performance & Relationship Management (Strategic)	Commodity Management & Market Intelligence	Procure Source & Buy	0.5000	0.2500	0.5000	1.0000	0.6000	0.0000	0.4225	N			0	0
1155	15a6a67b9ca3	Forecast Accuracy & Bias Reporting	Demand Sensing & Forecasting	Sales & Operations Planning (S&OP)	Plan	0.5000	0.2500	0.5000	1.0000	0.6000	0.0000	0.4225	N			0	0
1156	2295724931a1	Online Service Scheduling & Appointment Management	Digital & Connected Service Experience	Customer Experience & Service Quality	Service	0.5000	0.2500	0.5000	1.0000	0.6000	0.0000	0.4225	N			0	0
1157	2ac3fc36a478	Returnable Container Pool Daily Inventory Reconciliation	Packaging Inventory Management	Packaging & Returnable Container Management	Move & Fulfill	0.5000	0.2500	0.5000	1.0000	0.6000	0.0000	0.4225	N			0	0
1158	2c061bb72ee1	De-ionized Water System Performance Check	Pre-treatment & E-Coat Operations	Paint Operations	Make	0.5000	0.2500	0.5000	1.0000	0.6000	0.0000	0.4225	N			0	0
1159	2e23b9bef5d7	Invoicing & Payment Verification for Third Parties	Third-Party & Supplier Management	Extended Service Plans & Maintenance Programs	Service	0.5000	0.2500	0.5000	1.0000	0.6000	0.0000	0.4225	N			0	0
1160	3e182cfecf73	Facility Infrastructure Maintenance	Plant Maintenance & Asset Management	Powertrain Manufacturing (Engine & Transmission)	Make	0.5000	0.2500	0.5000	1.0000	0.6000	0.0000	0.4225	N			0	0
1161	47881293f89b	5S Workplace Organization Implementation	Continuous Improvement & Lean Manufacturing	Powertrain Manufacturing (Engine & Transmission)	Make	0.5000	0.2500	0.5000	1.0000	0.6000	0.0000	0.4225	N			0	0
1162	4d50a851ae98	Customer Data Management & Updates	Contract & Policy Administration	Extended Service Plans & Maintenance Programs	Service	0.5000	0.2500	0.5000	1.0000	0.6000	0.0000	0.4225	N			0	0
1163	54c49ba60fc3	Billing & Revenue Management	Subscription	Connected Vehicle Services & OTA Updates	Service	0.5000	0.2500	0.5000	1.0000	0.6000	0.0000	0.4225	N			0	0
1164	5726c59168e7	Asset Register & Maintenance History Updates	Asset Lifecycle Management & Tracking	Plant Maintenance & Reliability	Make	0.5000	0.2500	0.5000	1.0000	0.6000	0.0000	0.4225	N			0	0
1165	65f109613d0f	Cross-Platform Service Integration & Standardization	Connected Services Portfolio & Feature Management	Connected Vehicle Services & OTA Updates	Service	0.5000	0.2500	0.5000	1.0000	0.6000	0.0000	0.4225	N			0	0
1166	69dc39046d48	Connected Service Roadmap Development	Connected Services Portfolio & Feature Management	Connected Vehicle Services & OTA Updates	Service	0.5000	0.2500	0.5000	1.0000	0.6000	0.0000	0.4225	N			0	0
1167	6ea8845b5822	E-Coat Thickness & Adhesion Testing	Pre-treatment & E-Coat Operations	Paint Operations	Make	0.5000	0.2500	0.5000	1.0000	0.6000	0.0000	0.4225	N			0	0
1168	83438e8791d1	Machining Process Parameter Control	Core Machining & Component Fabrication	Powertrain Manufacturing (Engine & Transmission)	Make	0.5000	0.2500	0.5000	1.0000	0.6000	0.0000	0.4225	N			0	0
1169	86773b476bca	Problem Solving (e.g., 8D, Shainin, Six Sigma) Training for Suppliers	Supplier Quality Training & Capability Development	Supplier Quality Management	Procure Source & Buy	0.5000	0.2500	0.5000	1.0000	0.6000	0.0000	0.4225	N			0	0
1170	86d0d520c226	Process Capability Studies (CpK/PpK)	Manufacturing Process Quality Audits	Quality Control & In-Process Inspection	Make	0.5000	0.2500	0.5000	1.0000	0.6000	0.0000	0.4225	N			0	0
1171	877304769962	Air Emissions Monitoring & Reporting	Environmental Health & Safety (EHS) & Compliance	Paint Operations	Make	0.5000	0.2500	0.5000	1.0000	0.6000	0.0000	0.4225	N			0	0
1172	88b891b5289d	One-Way Packaging Minimization Initiatives	Returnable Packaging Management	Inbound Logistics & Material Flow	Move & Fulfill	0.5000	0.2500	0.5000	1.0000	0.6000	0.0000	0.4225	N			0	0
1173	8a430b860d4f	Completed Battery/Drive Unit Final Inspection	Finished Goods Handling & Dispatch	Electric Vehicle Battery & Drive Unit Production	Make	0.5000	0.2500	0.5000	1.0000	0.6000	0.0000	0.4225	N			0	0
1174	8d98e0b5b956	Operator Self-Inspection & Work Confirmation	Operator & Automated Quality Inspections	Quality Control & In-Process Inspection	Make	0.5000	0.2500	0.5000	1.0000	0.6000	0.0000	0.4225	N			0	0
1175	91e81473118c	Service KPI Definition & Performance Tracking	Service Process Continuous Improvement	Customer Experience & Service Quality	Service	0.5000	0.2500	0.5000	1.0000	0.6000	0.0000	0.4225	N			0	0
1176	9999e7ce654c	Pre-treatment Chemical Bath Management	Pre-treatment & E-Coat Operations	Paint Operations	Make	0.5000	0.2500	0.5000	1.0000	0.6000	0.0000	0.4225	N			0	0
1177	a6bef26dbc06	Executive Review of High-Impact Customer Cases	Customer Issue Resolution & Escalation	Customer Experience & Service Quality	Service	0.5000	0.2500	0.5000	1.0000	0.6000	0.0000	0.4225	N			0	0
1178	ded55776f356	Market Intelligence & Benchmarking	Indirect Sourcing Strategy & Planning	Indirect Procurement	Procure Source & Buy	0.5000	0.2500	0.5000	1.0000	0.6000	0.0000	0.4225	N			0	0
1179	ec6dc1704260	Hazardous Waste Disposal & Manifesting	Environmental Health & Safety (EHS) & Compliance	Paint Operations	Make	0.5000	0.2500	0.5000	1.0000	0.6000	0.0000	0.4225	N			0	0
1180	f94251244a8f	Annual Carrier Business Review & Negotiation	Carrier Relationship Management & Sourcing	Transportation Management & Carrier Operations	Move & Fulfill	0.5000	0.2500	0.5000	1.0000	0.6000	0.0000	0.4225	N			0	0
1181	0130576581af	Field Service Action (FSA) Technical Scope Definition	Regulatory Compliance & Safety Issue Support	Dealer Technical Support & Service Engineering	Service	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
1182	02e4c2789a74	Process Standardization & Best Practice Sharing	Continuous Improvement & Digital Transformation	Production Planning & Scheduling	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
1183	035749fdb1c2	Advanced Manufacturing Technology Transfer	Supplier Capability Development	Supplier Development & Capability Building	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
1184	053caec2fd7a	New Technology & Process Adoption Workshops	Supplier Training & Empowerment	Supplier Development & Capability Building	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
1185	06ffd130716e	NHTSA/EPA Technical Inquiry Response Coordination	Regulatory Compliance & Safety Issue Support	Dealer Technical Support & Service Engineering	Service	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
1186	0840b1481ce0	Aftermarket Parts Issue Triage	Manufacturing Anomaly & Issue Resolution	Powertrain Manufacturing (Engine & Transmission)	Make	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
1187	0892e50baf7b	Supplier Scorecard Generation & Distribution	Supplier Performance Management	Supplier Relationship Management	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
1188	09d77621e9aa	Payment & Cost Management	Freight Audit	Transportation Management & Carrier Operations	Move & Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
1189	0b9c1d38cab5	Manufacturing Cost-of-Quality Analysis & Reporting	Data & Analytics for Production Performance	Trim Chassis & Final Assembly	Make	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
1190	0be7a93ec10c	Post-Mortem Analysis of Major Disruptions	Continuous Improvement & Digital Transformation	Production Planning & Scheduling	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
1191	0c5d66a5e450	Executive Capacity Dashboard Development	Capacity Performance Monitoring & Reporting	Capacity Planning & Constraint Management	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
1192	0f12df914195	Shipment Documentation & Tracking	Finished Powertrain Logistics & Outbound Preparation	Powertrain Manufacturing (Engine & Transmission)	Make	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
1193	0fb192f058fa	Technology Roadmap Alignment Meetings	Supplier Communication & Collaboration	Supplier Relationship Management	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
1194	118ab89b018b	Complaint Logging & Investigation	Customer Experience & Dispute Resolution	Extended Service Plans & Maintenance Programs	Service	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
1195	11c29121109d	Order Status Tracking & Communication	Service Parts Order Management	Service Parts Logistics & Distribution	Move & Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
1196	12d83fa37d8f	Corrective Action Implementation & Verification	Root Cause Analysis & Corrective Action (QRCI)	Quality Control & In-Process Inspection	Make	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
1197	132d2ae8c00b	Supplier Performance Monitoring & Feedback	Supplier In-Plant Quality & Performance Management	Powertrain Manufacturing (Engine & Transmission)	Make	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
1198	1543d38ee808	Claim Submission & Intake	Claims Adjudication & Payment Processing	Extended Service Plans & Maintenance Programs	Service	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
1199	158311ed583b	Key Performance Indicator (KPI) Definition & Tracking	Performance Analytics & Program Optimization	Extended Service Plans & Maintenance Programs	Service	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
1200	15b04671d951	Supplier Diversity Spend Reporting & Goal Setting	Supplier Diversity & Sustainability	Supplier Relationship Management	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
1201	15b807b18ba1	Supplier Database Maintenance & Archiving	Supplier Identification & Pre-Qualification	Strategic Sourcing & Supplier Selection	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
1202	16e1bb48e308	Resistance Spot Welding (RSW) Tip Dressing & Replacement	Welding Process & Technology Management	Body Shop & Welding	Make	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
1203	177489d812d7	Performance Monitoring & Audits	Service Provider Network Management	Roadside Assistance & Emergency Services	Service	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
1204	178c1a894c2a	Post-Production Run Capacity Performance Review	Capacity Performance Monitoring & Reporting	Capacity Planning & Constraint Management	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
1205	182fc2725e9c	Disaster Recovery & Business Continuity Planning (DRP/BCP) Integration	Sourcing Risk Management	Strategic Sourcing & Supplier Selection	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
1206	1956da724cbc	Supplier Corrective Action Request (SCAR) Management	Supplier Performance Monitoring & Improvement	Procurement Operations & Compliance	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
1207	198dc97de8e3	8D Methodology Application for Problem Solving	Root Cause Analysis & Corrective Action (QRCI)	Quality Control & In-Process Inspection	Make	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
1208	1b20dad0218e	Roadworthiness & Vehicle Transport Permitting, e.g., Oversize	Transportation Compliance & Risk Management	Transportation Management & Carrier Operations	Move & Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
1209	1b939250b7b9	Safety Protocol & Procedure Integration	Manufacturing EHS & Ergonomics Design	Manufacturing Engineering & Process Design	Make	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
1210	1bc39c77fee9	Spend Analytics for Strategic Planning	Commodity Data Analytics & Reporting	Commodity Management & Market Intelligence	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
1211	1c7bf0edf8c6	Continuous Improvement Identification for Inventory Processes	Inventory Performance Monitoring & Analytics	Inventory Planning & Optimization	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
